MovieID,Movie,Year,Sequel,Revenue,Budget,Top.30.Actors,Top.30.Actresses,Top.30.Directors,Major.Production.House,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,MAge1,MAge2,MAge3,MAge4,MAge5,MAge6,MAge7,FAge1,FAge2,FAge3,FAge4,FAge5,FAge6,FAge7
18,Four Rooms,1995,0,4257354,4000000,0,0,0,0,0,0,1,0,0,0,2.333333333,3.627906977,3.390625,3,3,1,3.5,NA,3.142857143,3.294117647,3,NA,3,NA
19,Ace Ventura: When Nature Calls,1995,0,72217396,30000000,1,0,0,0,0,0,0,1,0,0,2.818181818,2.755813953,2.559322034,2.341463415,2.263157895,2.066666667,2.3,2.5,2.04,2.296296296,2.666666667,2.666666667,1.714285714,2
20,Money Train,1995,0,35431113,68000000,0,0,0,0,0,1,0,0,0,0,2,2.475,2.571428571,2.56,2.5,2.4,3,NA,2,2.857142857,2.333333333,NA,4,NA
21,Get Shorty,1995,0,72101622,30250000,0,0,0,1,0,1,0,1,0,1,3.571428571,3.687150838,3.564583333,3.634146341,3.797101449,3.759493671,3.648648649,3.6,3.212121212,3.525862069,3.707692308,3.8,3.72,4.142857143
22,Copycat,1995,0,32051917,20000000,0,1,0,0,0,0,1,0,0,1,3.5,3.368421053,3.241935484,3.333333333,3.357142857,3.5,3.4,3.5,3.565217391,3.288461538,3.588235294,3.5,4,NA
23,Assassins,1995,0,30303072,50000000,0,1,0,0,0,0,1,0,0,0,2,2.909090909,2.784313725,2.923076923,3.166666667,2.666666667,NA,NA,3,2.666666667,3,3,NA,NA
24,Powder,1995,0,30862156,9500000,0,0,0,0,0,1,0,0,0,1,2.785714286,3.100840336,3.235602094,3.305882353,3.333333333,3.16,3.3125,3.571428571,2.971428571,3.040816327,3.074074074,3.416666667,3.2,2.333333333
25,Leaving Las Vegas,1995,0,32029928,3600000,1,0,0,0,0,0,0,0,0,1,3.8,3.911504425,3.728706625,3.699115044,3.4,3.847457627,3.529411765,3,3.571428571,3.467741935,3.535714286,3.40625,3.222222222,3.285714286
26,Othello,1995,0,2844379,11000000,0,0,0,0,0,0,0,0,0,1,2.5,3.52,3.518518519,3.875,4,2.666666667,4,NA,3.272727273,3.583333333,4,3.75,4,NA
27,Now and Then,1995,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,3.166666667,2.833333333,2.8,NA,NA,NA,3.833333333,3,2.583333333,2.666666667,NA,3.5,1
28,Persuasion,1995,0,5269757,NA,0,0,0,0,0,0,0,0,0,1,NA,3.6,3.933333333,4.05,4.111111111,3.875,3.75,4.5,3.875,4.255813953,4.043478261,4.416666667,3.857142857,4.333333333
29,"The City of Lost Children,",1995,0,1738611,18000000,0,0,0,0,0,1,0,0,0,0,3.428571429,4.19047619,4.13372093,3.795918367,3.833333333,3.9,2,5,4.263157895,4.269230769,4.166666667,3.5,3,2
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,0,2086101,NA,0,0,0,0,0,0,0,0,0,1,3,3.166666667,3.696969697,3.6,3.333333333,3.5,3.75,NA,2,4.125,3.666666667,NA,4,4
31,Dangerous Minds,1995,0,84919401,23000000,0,0,0,0,0,0,0,0,0,1,2.5,3,3.111111111,3,3,3.25,3,3,2.882352941,3.416666667,3.333333333,3,3.5,NA
32,Twelve Monkeys,1995,0,57141459,29000000,1,1,0,1,0,1,0,0,0,1,4.15625,4.184,3.990958409,3.876146789,3.630952381,3.718309859,3.72,4.4,3.666666667,3.929133858,3.981481481,3.526315789,3.733333333,3
33,Wings of Courage,1995,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,3.333333333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Babe,1995,0,63658910,30000000,0,0,0,1,1,0,0,1,0,1,3.272727273,3.593582888,3.884187082,4.056910569,4.043478261,3.852272727,4,3.411764706,3.642105263,4.130890052,3.962686567,4.047619048,4.2,3.818181818
35,Carrington,1995,0,3242342,NA,0,1,0,0,0,0,0,0,0,1,NA,3.25,3.363636364,3.125,3.4,4,3.5,NA,4,3.058823529,3.272727273,3.333333333,4,3
36,Dead Man Walking,1995,0,39363635,11000000,1,1,0,0,0,0,0,0,0,1,4.428571429,4.027272727,3.83203125,3.991596639,3.849056604,3.936170213,4.03125,4.5,3.867924528,4.042735043,4.056603774,3.967741935,4.2,4.095238095
37,Across the Sea of Time,1995,0,NA,NA,0,0,0,1,0,0,0,0,1,0,NA,2.5,3.333333333,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA
38,It Takes Two,1995,0,19474589,NA,0,0,0,0,0,0,0,1,0,0,1.5,2.875,1.5,3,2,NA,NA,4.333333333,2.333333333,2,4.5,NA,5,NA
39,Clueless,1995,0,56631572,12000000,0,0,0,1,0,0,0,1,0,1,3.125,3.451612903,3.490410959,3.625806452,3.631578947,3.666666667,3.730769231,3.466666667,3.739130435,3.977777778,3.72972973,3.828571429,3.76,4
40,"Cry, the Beloved Country",1995,0,670727,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,3.875,3,3,4,4,NA,4.5,4.666666667,4,4.5,3,4.5
41,Richard III,1995,0,2684904,8520000,0,1,0,0,0,1,0,0,0,1,3.333333333,3.8,4,3.785714286,3.941176471,4.117647059,4.3125,5,4.083333333,3.833333333,4,3.8,4,3.75
42,Dead Presidents,1995,0,24147179,10000000,0,0,0,0,0,1,1,0,0,1,2,3.021276596,2.755555556,2.84,3.1,2.166666667,3.5,5,2.5,3.266666667,3.25,2,1.5,NA
43,Restoration,1995,0,4005941,12000000,0,0,0,0,0,0,0,0,0,1,NA,3.8,3.264705882,3.413793103,3.181818182,3.666666667,3.833333333,4,3.1,3.083333333,3.857142857,3.818181818,3.875,4
44,Mortal Kombat,1995,0,70454098,18000000,0,0,0,0,0,1,0,0,0,0,3.1,2.88172043,2.771653543,2.633333333,2.25,2.8,1,2,2.75,2.916666667,3.285714286,2.333333333,2,NA
45,To Die For,1995,0,21284514,20000000,0,0,0,0,0,0,0,1,0,1,3.285714286,3.338709677,3.405555556,3.64556962,3.551724138,3.4,2.846153846,4,2.782608696,3.463414634,3.608695652,3.3,3.545454545,4.5
46,How to Make an American Quilt,1995,0,23600020,10000000,0,1,0,1,0,0,0,0,0,1,NA,3,2.666666667,2.777777778,3.285714286,3.25,3,3.25,3.103448276,3.173913043,3.3,3.375,3.714285714,3.75
47,Seven (Se7en),1995,0,100125643,33000000,1,0,0,0,0,0,1,0,0,0,4,4.416666667,4.090261283,4.016528926,4,3.625,3.882352941,4.8,3.956521739,4.017094017,4.026315789,3.842105263,3.727272727,4.666666667
48,Pocahontas,1995,0,141579773,55000000,0,0,1,0,1,0,0,0,0,1,2.5,2.810344828,2.488372093,3.238095238,3.4375,3.555555556,4,3.684210526,2.934782609,3.069767442,3.142857143,3.272727273,3.666666667,2
49,When Night Is Falling,1995,0,919671,NA,0,0,0,0,0,0,0,0,0,1,5,5,3.5,3.666666667,3.666666667,4,3,NA,4.25,3.428571429,3,4,NA,NA
50,"The Usual Suspects,",1995,0,23341568,6000000,1,0,0,0,0,0,1,0,0,0,4.392857143,4.700657895,4.565217391,4.352422907,4.178082192,4.316455696,4.447368421,4.6,4.618556701,4.50310559,4.5,4.387096774,4.423076923,4.384615385
52,Mighty Aphrodite,1995,0,6468498,15000000,1,0,1,0,0,0,0,1,0,0,4,3.666666667,3.642335766,3.462962963,3.642857143,3.588235294,3.727272727,4.666666667,3.761904762,3.661016949,3.380952381,3.733333333,3.666666667,4.333333333
53,Lamerica,1994,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,4.666666667,5,4,5,NA,NA,NA,NA,5,NA,5,NA
54,"The Big Green,",1995,0,17736619,12000000,0,0,0,0,1,0,0,1,0,0,2,2.636363636,2.4,1.666666667,2,NA,NA,3.555555556,1.666666667,3,2.5,NA,NA,NA
55,Georgia,1995,0,1110104,NA,0,0,0,1,0,0,0,0,0,1,NA,1,2.769230769,3.75,3.666666667,4,4,NA,1,3.133333333,NA,2.75,NA,4
56,Kids of the Round Table,1995,0,NA,NA,0,0,0,0,1,0,0,0,0,0,2.5,1,1.333333333,3,NA,4,NA,NA,1,NA,NA,NA,NA,NA
57,Home for the Holidays,1995,0,17519169,20000000,0,1,0,1,0,0,0,0,0,1,5,3.166666667,3.428571429,3.166666667,3.666666667,2.5,3,NA,3.5,3.473684211,3.857142857,3.666666667,3.5,4
58,"Postino, Il (The Postman)",1994,0,NA,NA,0,0,0,0,0,0,0,0,0,1,3,4.138888889,3.98,4.017241379,4,4.195652174,4.357142857,4.25,4.130434783,4.037037037,4.179487179,4.047619048,4.136363636,4.777777778
59,"Confessional, The (Le Confessionnal)",1995,0,NA,NA,0,0,0,0,0,0,1,0,0,1,NA,2,3.75,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1
60,"The Indian in the Cupboard,",1995,0,35656131,45000000,0,0,0,1,1,0,0,0,0,0,2.928571429,2.785714286,3.111111111,3.5,3.222222222,3.35,3.333333333,3.4,2.842105263,3.35,3.533333333,3.333333333,3.166666667,3
61,Eye for an Eye,1996,0,26877589,20000000,0,0,0,1,0,0,1,0,0,1,NA,3,2.647058824,3.333333333,3,3,3,4.5,2.666666667,3.071428571,3.5,3.5,NA,NA
62,Mr. Holland's Opus,1995,0,82569971,6500000,0,0,0,0,0,0,0,0,0,1,3.285714286,3.768292683,3.472868217,3.689189189,4,3.739130435,4.133333333,4,3.621621622,3.565217391,3.96,3.882352941,4.071428571,4.090909091
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,0,NA,NA,0,0,0,0,0,0,0,1,0,0,3,3.063829787,2.638888889,2.5,NA,NA,3,5,2.714285714,2.5,3,NA,NA,NA
64,Two if by Sea,1996,0,10658278,NA,0,0,0,0,0,0,0,1,0,1,4,2.1,1.944444444,2.4,2.333333333,1,2.5,NA,2.363636364,2.428571429,2.5,2,NA,NA
65,Bio-Dome,1996,0,NA,15000000,0,0,0,0,0,0,0,1,0,0,2.285714286,2.295454545,1.8,1.928571429,2,1,NA,5,2,1.857142857,2.571428571,1.5,NA,NA
66,Lawnmower Man 2: Beyond Cyberspace,1996,1,2409225,NA,0,0,0,0,0,1,1,0,0,0,2,1.826086957,1.58974359,1.733333333,1.5,1.2,NA,NA,3,1.8,1,1,NA,NA
67,Two Bits,1995,0,26282,NA,1,0,0,0,0,0,0,0,0,1,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2
68,French Twist (Gazon maudit),1995,0,1026646,NA,0,0,0,0,0,0,0,1,0,1,3,NA,3.416666667,3.6,3.125,3.666666667,3,NA,3.666666667,3.5,3.285714286,4,5,3
69,Friday,1995,0,27467564,3500000,0,0,0,0,0,0,0,1,0,0,3.166666667,3.8,3.733333333,3.111111111,3.25,NA,3,4,3.5,3.541666667,4.25,NA,NA,NA
70,From Dusk Till Dawn,1996,0,25836616,19000000,0,1,0,1,0,1,1,1,0,0,3.222222222,3.289215686,3.174515235,3.386554622,3.222222222,3.153846154,2.6,2.5,2.540540541,2.724137931,3.115384615,2.333333333,4,4
71,Fair Game,1995,0,11534477,50000000,0,0,0,1,0,1,0,0,0,0,1.75,1.923076923,2.157894737,2.533333333,2.333333333,3,NA,NA,4,1,2.5,NA,NA,NA
72,Kicking and Screaming,1995,0,52842724,NA,0,0,0,0,0,0,0,1,0,1,NA,3.894736842,3.62962963,3.333333333,3.333333333,4.5,NA,NA,4.666666667,3.333333333,3.5,2.666666667,4,NA
73,"Mis_rables, Les",1995,0,NA,NA,0,0,0,0,1,0,0,0,0,1,3.75,3.695652174,3.638297872,3.852941176,3.5,4.153846154,4.142857143,4,3.904761905,3.846153846,3.777777778,3.25,3.857142857,4.333333333
74,Bed of Roses,1996,0,19030691,NA,0,0,0,0,0,0,0,0,0,1,2,3.3,2.739130435,2.666666667,3.333333333,3,3,1.5,2.727272727,3.171428571,3.555555556,3,2,3.5
75,Big Bully,1996,0,2042530,15000000,0,0,0,0,0,0,0,1,0,1,2,1.75,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
76,Screamers,1995,0,5711695,20000000,0,0,0,0,0,1,1,0,0,0,2.5,3.2,2.955223881,2.391304348,3.058823529,2.7,3.142857143,4,2.5,2.833333333,1.75,1.5,2,2.5
77,Nico Icon,1995,0,306691,NA,0,0,0,0,0,0,0,0,1,0,3,3.666666667,3.785714286,4.2,4,4,NA,NA,NA,3.4,3,NA,4.5,NA
78,"The Crossing Guard,",1995,0,868979,NA,1,0,0,0,0,0,0,0,0,1,NA,2.875,3.388888889,3.375,3.5,3.666666667,3.5,NA,NA,2.833333333,3,NA,NA,NA
79,"The Juror,",1996,0,22754725,44000000,0,0,0,0,0,0,1,0,0,1,NA,2.388888889,2.5,2.666666667,2.714285714,3.4,2.25,5,2.25,2.583333333,2.444444444,3.5,2.5,4
80,"White Balloon, The (Badkonake Sefid )",1995,0,924940,NA,0,0,0,0,0,0,0,0,0,1,3,2.666666667,4,4,4,3.6,4,NA,5,3.909090909,3.833333333,NA,3.75,NA
81,Things to Do in Denver when You're Dead,1995,0,529766,7000000,0,0,0,0,0,0,1,0,0,1,2.5,3.225806452,3.303030303,3.3125,3.375,2.666666667,3,NA,3.333333333,2.9375,2.333333333,3,3,NA
82,Antonia's Line (Antonia),1995,0,4228275,NA,0,0,0,0,0,0,0,0,0,1,NA,3.666666667,3.538461538,3.666666667,3.5,4,3.555555556,NA,4.5,4.153846154,4.5,3.857142857,3.714285714,4.25
83,Once Upon a Time... When We Were Colored,1995,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,4.333333333,4,4.2,3.6,3,2.5,NA,3,3.666666667,NA,3.666666667,3,NA
84,Last Summer in the Hamptons,1995,0,801984,NA,0,0,0,0,0,0,0,1,0,1,NA,1,1,3,5,3,NA,5,NA,3,4,5,NA,2.666666667
85,Angels and Insects,1995,0,3414301,NA,0,0,0,0,0,0,0,0,0,1,5,3.375,3.555555556,3.433333333,3.461538462,3.214285714,4.285714286,4,3.166666667,3,3.4375,3.6,3.363636364,3.5
86,White Squall,1996,0,10292300,38000000,0,0,0,0,0,0,0,0,0,1,2.333333333,3.435897436,3.265822785,3.76,3.733333333,3.636363636,3.5,2.5,3.2,3.125,3.538461538,4.333333333,3.5,2.666666667
87,Dunston Checks In,1996,0,9871065,NA,0,0,0,1,1,0,0,1,0,0,2,1.571428571,1.772727273,2.777777778,2.8,4,NA,3,1.9,2.166666667,2.8,1,NA,NA
88,Black Sheep,1996,0,32417995,NA,0,0,0,1,0,0,0,1,0,0,3.571428571,3.169230769,2.731343284,2.944444444,NA,NA,NA,3.5,2.833333333,2.615384615,3,NA,3,NA
89,Nick of Time,1995,0,8175346,NA,1,0,0,1,0,1,1,0,0,0,3,3.098039216,3,3.333333333,2.8,3.285714286,3.5,5,2.4,2.933333333,3.272727273,4,3,NA
90,"The Journey of August King,",1995,0,14381,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,2,4,NA,NA,3,NA,NA,NA,4,5,NA,NA
92,Mary Reilly,1996,0,5707094,47000000,0,1,0,0,0,0,1,0,0,1,NA,2.75,2.53125,1.888888889,2,1.75,3.5,NA,2.153846154,2.5,2,2.5,NA,NA
93,Vampire in Brooklyn,1995,0,19751736,20000000,0,1,0,1,0,0,0,1,0,1,2,2.047619048,2.432432432,1.933333333,2,1.666666667,NA,NA,2,2.25,3.5,2,NA,4
94,Beautiful Girls,1996,0,10597759,NA,0,0,0,0,0,0,0,0,0,1,NA,3.821428571,3.758064516,4,3.666666667,3.5,NA,3,3.619047619,3.631578947,3.571428571,3.5,3.5,4
95,Broken Arrow,1996,0,70770147,50000000,0,0,0,1,0,1,1,0,0,0,3.071428571,2.8828125,2.841409692,2.882352941,3.448275862,2.896551724,2.818181818,3,2.428571429,2.638888889,3.052631579,3.5,2.5,NA
96,In the Bleak Midwinter,1995,0,NA,NA,0,0,0,0,0,0,0,1,0,0,NA,NA,4,5,3.5,4.5,NA,NA,3,3,4.5,NA,4,NA
97,"Hate (Haine, La)",1995,0,280859,NA,0,0,0,0,0,0,0,0,0,1,4.5,3.4,3.631578947,3.5,4.333333333,NA,NA,4,4.5,5,4,NA,NA,NA
98,Shopping,1994,0,3061,NA,0,0,0,0,0,1,1,0,0,0,NA,1.75,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
99,Heidi Fleiss: Hollywood Madam,1995,0,34402,NA,0,0,0,0,0,0,0,0,1,0,4,2.666666667,3.55,4.4,3.666666667,2.666666667,4,NA,4,2.666666667,3.333333333,4,3.666666667,NA
100,City Hall,1996,0,20340204,40000000,1,1,0,0,0,0,1,0,0,1,NA,2.733333333,3.222222222,3.045454545,3.333333333,3.5,3.75,NA,2.5,2.666666667,2,2,3,NA
101,Bottle Rocket,1996,0,560069,7000000,0,0,0,0,0,0,0,1,0,0,5,3.936507937,3.990825688,3.625,3.5,2.333333333,3.833333333,3.666666667,4.090909091,3.416666667,3,4,4,NA
102,Mr. Wrong,1996,0,12825141,NA,0,0,0,0,0,0,0,1,0,0,2.25,2.2,1.842105263,1.6,1.5,1,NA,1.5,1.2,2.166666667,1.6,NA,NA,NA
103,Unforgettable,1996,0,2821671,18000000,0,0,0,1,0,0,1,0,0,0,NA,2.75,3.466666667,3.5,3,2,3,NA,NA,2.75,2.5,5,4,NA
104,Happy Gilmore,1996,0,38824099,12000000,0,0,0,1,0,0,0,1,0,0,3.72972973,3.934911243,3.551724138,3.271186441,2.842105263,2.571428571,1.8,3.888888889,3.541666667,3.295081967,3,2.333333333,1,5
105,"The Bridges of Madison County,",1995,0,71516617,35000000,1,0,1,1,0,0,0,0,0,1,4,2.818181818,3.123076923,3.142857143,3.303030303,3.578947368,3.071428571,4,2.944444444,3.161764706,3.2,3.5,3.5625,4.066666667
106,Nobody Loves Me (Keiner liebt mich),1994,0,NA,NA,0,0,0,0,0,0,0,1,0,1,1,5,3.25,3,NA,NA,NA,NA,4,5,4.5,NA,NA,NA
107,Muppet Treasure Island,1996,0,34327391,NA,0,0,0,0,1,0,0,1,0,0,3.083333333,3.212765957,3.15,2.615384615,3.3,3.2,2,3.666666667,3.066666667,3.434782609,3.210526316,3.555555556,2,2
108,Catwalk,1995,0,28672,NA,0,0,0,1,0,0,0,0,1,0,NA,NA,3,4.5,NA,1,NA,NA,NA,3,NA,1,NA,NA
110,Braveheart,1995,0,75609945,72000000,0,0,1,0,0,1,0,0,0,1,4.243902439,4.482517483,4.306233062,4.210227273,4.194690265,4.175675676,4,4.0625,4.12173913,4.056701031,3.95049505,3.963636364,3.837209302,3.863636364
111,Taxi Driver,1976,0,28262574,1300000,1,1,0,0,0,0,1,0,0,1,4.222222222,4.197530864,4.20906801,4.203791469,4.222222222,4.119047619,4.222222222,4.25,4.064516129,4.135416667,4,4.125,4.352941176,4.307692308
112,Rumble in the Bronx,1995,0,32392047,7500000,0,0,0,0,0,1,1,0,0,0,3.266666667,3.44966443,3.438818565,3.476190476,3.75,3.066666667,3.2,4,3.5,3.333333333,3.727272727,3,3.75,4
113,Before and After,1996,0,8797839,NA,0,0,0,0,0,0,1,0,0,1,2.5,3.25,3,2.75,3,3.5,3.666666667,NA,2.5,2.642857143,3,4.5,3.5,NA
114,Margaret's Museum,1995,0,NA,NA,0,1,0,0,0,0,0,0,0,1,3,2,NA,2,NA,3,3,NA,2,4,3,NA,4,NA
116,Anne Frank Remembered,1995,0,1310200,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,4.714285714,4,3.666666667,3.666666667,4.333333333,NA,3.75,3.5,4,4.5,4.5,NA
117,"The Young Poisoner's Handbook,",1995,0,536825,NA,0,0,0,0,0,0,1,0,0,0,NA,3.928571429,3.481481481,3.142857143,3.666666667,3.5,4,5,4.285714286,3.5,4,3,NA,NA
118,If Lucy Fell,1996,0,2420162,5000000,0,0,0,0,0,0,0,1,0,1,NA,3.1,3.4375,3,2,4,3,NA,4,2.8,2.8,2,NA,NA
119,"Steal Big, Steal Little",1995,0,3150170,25000000,0,0,0,0,0,0,0,1,0,0,NA,3,1.8,1,3.5,NA,NA,NA,3,3,NA,NA,3,NA
120,Race the Sun,1996,0,1945552,NA,0,0,0,0,0,0,0,0,0,1,NA,3,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA
121,"The Boys of St. Vincent,",1993,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,4.142857143,4.5,4,4.333333333,4,NA,5,3.666666667,3.666666667,4,3.5,NA
122,Boomerang,1992,0,70052444,40000000,0,0,0,1,0,0,0,1,0,1,2,2.75,2.84,2.705882353,3.4,1,NA,NA,2.166666667,2.964285714,3,4,4,2
123,Chungking Express,1994,0,600200,NA,0,0,0,0,0,0,1,0,0,1,1,4.066666667,4.083333333,3.615384615,2.75,3.75,4,5,3.777777778,3.863636364,3.333333333,4,NA,5
124,"Star Maker, The (Uomo delle stelle, L')",1995,0,371674,NA,0,0,0,0,0,0,0,0,0,0,NA,4.5,2.75,2,4,3,NA,NA,NA,3,NA,3,5,NA
125,Flirting With Disaster,1996,0,14702438,NA,0,0,0,0,0,0,0,1,0,0,4.666666667,3.590909091,3.897435897,3.975609756,3.933333333,3.818181818,4,3,3.357142857,3.777777778,4.176470588,3.75,3,3
126,"The NeverEnding Story III,",1994,1,NA,17000000,0,0,0,0,1,0,0,0,0,0,1.25,1.772727273,1.6,1.888888889,2.6,2.833333333,NA,2.6,2.071428571,2,3,2,4,NA
127,"Silence of the Palace, The (Saimt el Qusur)",1994,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
128,Jupiter's Wife,1994,0,10622,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,4,5,5,4.5,NA,NA,4,3.666666667,5,5,NA,NA
129,Pie in the Sky,1995,0,NA,NA,0,0,0,0,0,0,0,1,0,1,NA,2,4,NA,4,NA,NA,NA,3.5,2.75,3,NA,NA,NA
130,Angela,1995,0,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA
131,Frankie Starlight,1995,0,103365,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,3,3,4,NA,3,NA,NA,2.8,3,3,NA,NA
132,Jade,1995,0,9851610,50000000,0,0,0,1,0,0,1,0,0,0,NA,2.583333333,2.542857143,2.357142857,3.333333333,2,3,NA,2.333333333,2.833333333,2.25,2,1,1
133,Nueba Yol,1995,0,NA,NA,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Sonic Outlaws,1995,0,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
135,Down Periscope,1996,0,25785603,NA,0,0,0,1,0,0,0,1,0,0,2.333333333,3.054054054,2.486486486,3.055555556,3,2.5,NA,NA,3.111111111,2.6,3.25,2.5,3,3
136,From the Journals of Jean Seberg,1995,0,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,1,4,NA,NA,NA,NA,NA,3.25,4,NA,NA,NA
137,Man of the Year,1995,0,37327390,NA,0,0,0,0,0,0,0,0,1,0,NA,2,3.333333333,NA,NA,3.25,NA,NA,NA,1,NA,3,NA,NA
138,"The Neon Bible,",1995,0,78072,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA
139,Target,1995,0,9023199,NA,0,0,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
